RA,ano,fase,idade,genero,ano_ingresso,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,nota_mat,nota_port,nota_ing,defasagem,atingiu_pv,indicado_bolsa,em_risco_defasagem,categoria_defasagem,anos_na_pm
RA-696,2023,1,,Feminino,2021,7.172666667,Ametista,0.0,9.4,5.02,6.7,7.5,8.503333333,10.0,5.2,8.2,,0,,,0,Adequado,2.0
RA-696,2024,2,10.0,Feminino,2021,7.482680952299999,Ametista,7.418,7.845238095,7.51,5.25,7.708333333,8.0,10.0,5.0,5.5,,0,,,0,Adequado,3.0
RA-697,2022,0,11.0,Masculino,2021,7.675,Ametista,7.0,9.3,7.5,8.4,,8.083,5.0,8.8,8.0,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-698,2022,0,9.0,Masculino,2021,7.44,Ametista,9.0,9.8,2.5,8.1,,8.083,5.0,8.0,8.2,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-698,2023,1,9.0,Masculino,2021,7.553616667,Ametista,8.5,9.9,2.52,5.7,7.1875,8.113333333,10.0,4.3,7.0,,0,,,0,Adequado,2.0
RA-698,2024,2,10.0,Masculino,2021,7.3363190476,Ametista,9.002,8.3214285715,6.88,4.5,7.291666667,7.273333333,10.0,3.0,6.0,,0,,,0,Adequado,3.0
RA-699,2022,0,9.0,Masculino,2022,6.658,Agata,5.2,9.2,7.5,7.1,,6.0,5.0,7.5,6.7,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-699,2023,1,10.0,Masculino,2022,6.389991667,Agata,8.5,8.3,3.77,6.0,5.78125,6.173333333,5.0,5.7,6.2,,-1,,,0,Defasagem leve,1.0
RA-699,2024,1,11.0,Masculino,2022,6.427771212000001,Agata,6.334,7.727272727000001,6.26,6.5,6.5625,5.833333333,5.0,7.0,6.0,,-1,,,0,Defasagem leve,2.0
RA-7,2022,7,18.0,Masculino,2017,6.818,Agata,0.0,8.4,7.5,7.6,,7.667,5.0,8.2,5.7,9.0,-1,0.0,0.0,0,Defasagem leve,5.0
RA-7,2023,8,,Masculino,2017,,,,,,,,,10.0,,,,0,,,0,Adequado,6.0
RA-7,2024,8,20.0,Masculino,2021,,,,0.0,,,,,10.0,,,,0,,,0,Adequado,3.0
RA-70,2022,5,16.0,Feminino,2017,5.712,Quartzo,8.8,6.6,5.0,2.9,,6.111,5.0,5.7,2.9,0.2,-1,0.0,0.0,0,Defasagem leve,5.0
RA-70,2023,5,17.0,Feminino,2017,6.869133333,Agata,9.2,9.2,5.0,4.3,7.5,7.545,5.0,3.0,3.5,6.3,-2,,,1,Defasagem moderada/severa,6.0
RA-700,2022,0,9.0,Feminino,2022,7.738,Ametista,9.0,8.7,7.5,9.2,,7.083,5.0,9.2,9.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-700,2023,0,9.0,Feminino,2022,8.2852,Topazio,9.5,9.7,7.52,7.8,6.25,9.84,5.0,7.5,8.0,,-1,,,0,Defasagem leve,1.0
RA-700,2024,1,11.0,Feminino,2022,7.005745454500001,Ametista,8.502,9.564393939,5.635,5.25,7.291666667,7.0,5.0,5.0,5.5,,-1,,,0,Defasagem leve,2.0
RA-701,2022,0,10.0,Masculino,2021,7.755,Ametista,9.0,9.3,7.5,8.7,,7.417,5.0,8.7,8.7,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-701,2023,0,,Masculino,2021,7.3982,Ametista,9.5,9.9,3.77,7.2,6.25,7.68,5.0,7.3,7.0,,-2,,,1,Defasagem moderada/severa,2.0
RA-702,2022,0,8.0,Feminino,2022,7.387,Ametista,10.0,8.6,5.0,6.8,,7.0,10.0,7.0,6.7,,0,0.0,0.0,0,Adequado,0.0
RA-702,2023,0,,Feminino,2022,8.239866667,Topazio,10.0,10.0,5.63,9.3,7.5,7.833333333,5.0,9.3,9.3,,-1,,,0,Defasagem leve,1.0
RA-702,2024,0,10.0,Feminino,2022,7.665116666600001,Ametista,9.002,9.75,2.51,9.25,7.8125,7.163333333,5.0,10.0,8.5,,-2,,,1,Defasagem moderada/severa,2.0
RA-703,2022,0,10.0,Masculino,2021,6.099,Agata,7.5,7.4,5.0,5.1,,6.833,5.0,5.3,4.8,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-703,2023,0,11.0,Masculino,2021,6.2737,Agata,9.5,8.4,3.14,4.6,6.875,6.16,5.0,4.8,4.3,,-2,,,1,Defasagem moderada/severa,2.0
RA-704,2022,0,10.0,Masculino,2022,6.741,Agata,9.0,8.6,5.0,7.2,,6.583,5.0,7.7,6.6,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-704,2023,0,,Masculino,2022,6.8297,Agata,10.0,9.9,3.14,6.1,5.625,6.265,5.0,6.5,5.7,,-2,,,1,Defasagem moderada/severa,1.0
RA-704,2024,1,12.0,Masculino,2022,6.8121156785000005,Agata,7.502,8.646245059,5.635,6.5,6.458333333,6.616666667,5.0,6.0,7.0,,-1,,,0,Defasagem leve,2.0
RA-705,2022,0,10.0,Masculino,2022,6.634,Agata,9.5,6.2,7.5,7.1,,6.333,5.0,7.0,7.2,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-705,2023,0,10.0,Masculino,2022,6.982,Agata,0.0,8.3,6.89,8.8,7.5,8.165,5.0,8.9,8.6,,-2,,,1,Defasagem moderada/severa,1.0
RA-705,2024,1,12.0,Masculino,2022,5.294247619100001,Quartzo,9.002,6.4285714285,5.005,3.5,5.625,4.226666667,5.0,2.0,5.0,,-1,,,0,Defasagem leve,2.0
RA-706,2022,0,10.0,Feminino,2021,7.659,Ametista,9.5,6.7,7.5,9.1,,8.417,5.0,9.1,9.1,,-2,1.0,0.0,1,Defasagem moderada/severa,1.0
RA-706,2023,0,,Feminino,2021,7.1527,Ametista,9.0,7.8,4.39,7.3,6.875,8.08,5.0,6.7,7.8,,-2,,,1,Defasagem moderada/severa,2.0
RA-706,2024,2,11.0,Feminino,2021,5.8701964286,Quartzo,0.0,7.1428571430000005,6.26,3.25,7.65625,7.0,10.0,3.0,3.5,,0,,,0,Adequado,3.0
RA-707,2022,0,10.0,Feminino,2020,7.679,Ametista,10.0,8.1,6.9,8.5,,8.083,5.0,8.8,8.2,,-2,0.0,0.0,1,Defasagem moderada/severa,2.0
RA-707,2023,1,,Feminino,2020,6.518,Agata,0.0,9.8,3.77,6.5,7.916666667,7.946666667,5.0,5.5,7.5,,-1,,,0,Defasagem leve,3.0
RA-707,2024,2,12.0,Feminino,2021,6.4975618421000005,Agata,7.917,7.7236842105,4.375,6.5,6.40625,6.415,5.0,7.0,6.0,,-1,,,0,Defasagem leve,3.0
RA-708,2022,0,9.0,Masculino,2022,7.282,Ametista,8.0,8.4,7.5,7.3,,7.583,5.0,7.1,7.6,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-708,2023,0,9.0,Masculino,2022,7.5105,Ametista,0.0,9.8,7.52,9.2,8.125,8.28,5.0,8.8,9.5,,-1,,,0,Defasagem leve,1.0
RA-709,2022,0,10.0,Feminino,2022,5.313,Quartzo,9.5,3.5,7.5,2.3,,7.083,5.0,2.3,2.3,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-709,2023,0,11.0,Feminino,2022,6.6927,Agata,10.0,7.9,7.52,4.9,5.625,6.59,5.0,5.5,4.3,,-2,,,1,Defasagem moderada/severa,1.0
RA-709,2024,1,12.0,Feminino,2022,6.833780895800001,Agata,7.418,7.994071146,7.51,6.0,6.875,6.773333333,5.0,6.0,6.0,,-1,,,0,Defasagem leve,2.0
RA-71,2022,5,17.0,Feminino,2019,4.332,Quartzo,7.9,2.0,7.5,1.2,,5.833,5.0,1.3,2.2,0.0,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-71,2023,6,,Feminino,2019,7.3651,Ametista,6.7,9.8,6.26,6.6,7.5,7.7125,5.0,7.3,5.5,7.0,-2,,,1,Defasagem moderada/severa,4.0
RA-710,2022,0,10.0,Masculino,2020,7.285,Ametista,9.5,8.9,5.0,6.9,,8.0,5.0,7.0,6.8,,-2,0.0,0.0,1,Defasagem moderada/severa,2.0
RA-710,2023,1,,Masculino,2020,7.0582,Ametista,9.5,9.0,3.77,6.5,7.083333333,7.113333333,5.0,5.7,7.3,,-1,,,0,Defasagem leve,3.0
RA-710,2024,2,12.0,Masculino,2021,7.0366241342,Ametista,9.168,8.170995671,5.625,6.75,7.65625,6.5375,5.0,8.0,5.5,,-1,,,0,Defasagem leve,3.0
RA-711,2022,0,9.0,Masculino,2022,6.04,Agata,9.0,7.9,6.3,3.5,,6.0,5.0,4.0,3.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-712,2022,0,11.0,Masculino,2019,6.026,Agata,8.0,5.1,5.0,8.0,,5.833,5.0,8.7,7.3,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-712,2023,1,12.0,Masculino,2019,6.331533333,Agata,9.5,5.6,3.14,6.7,7.5,6.836666667,5.0,5.5,7.8,,-2,,,1,Defasagem moderada/severa,4.0
RA-712,2024,2,13.0,Masculino,2021,6.2236373706000006,Agata,7.502,5.983436853,5.625,6.75,6.5625,6.04,5.0,7.0,6.5,,-1,,,0,Defasagem leve,3.0
RA-713,2022,0,9.0,Masculino,2021,7.42,Ametista,10.0,8.7,7.5,7.8,,7.25,5.0,8.0,7.7,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-713,2023,1,10.0,Masculino,2021,7.408033333,Ametista,8.0,9.6,3.77,7.5,6.875,8.166666667,5.0,6.7,8.2,,-1,,,0,Defasagem leve,2.0
RA-713,2024,2,11.0,Masculino,2021,7.467500983400001,Ametista,8.002,7.525879916999999,7.51,6.75,7.03125,6.79,10.0,6.0,7.5,,0,,,0,Adequado,3.0
RA-714,2022,0,11.0,Masculino,2019,6.953,Agata,9.0,6.9,5.6,8.0,,7.25,5.0,8.5,7.5,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-714,2023,1,12.0,Masculino,2019,6.078666667,Agata,0.0,8.0,3.14,7.4,7.5,7.223333333,5.0,6.7,8.0,,-2,,,1,Defasagem moderada/severa,4.0
RA-714,2024,2,13.0,Masculino,2021,5.4653662008,Quartzo,0.0,6.873706004,6.255,4.0,7.65625,6.9975,5.0,8.0,0.0,,-1,,,0,Defasagem leve,3.0
RA-715,2022,0,9.0,Feminino,2022,6.656,Agata,8.5,8.7,4.4,4.9,,7.917,5.0,4.8,5.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-715,2023,0,,Feminino,2022,5.8915,Quartzo,0.0,9.5,3.14,5.4,5.625,7.675,5.0,4.5,6.3,,-2,,,1,Defasagem moderada/severa,1.0
RA-715,2024,2,11.0,Feminino,2022,5.3098253133,Quartzo,9.002,5.250626566499999,3.755,2.75,5.0,4.67,10.0,2.0,3.5,,0,,,0,Adequado,2.0
RA-716,2022,0,9.0,Masculino,2022,6.525,Agata,8.9,8.1,7.5,6.7,,5.417,5.0,7.3,6.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-716,2023,1,10.0,Masculino,2022,6.813366667,Agata,9.0,8.7,3.77,5.6,6.875,7.443333333,5.0,5.0,6.2,,-1,,,0,Defasagem leve,1.0
RA-716,2024,1,11.0,Masculino,2022,6.2372943675000005,Agata,9.002,5.5335968375,7.51,5.75,6.71875,5.7875,5.0,5.5,6.0,,-1,,,0,Defasagem leve,2.0
RA-717,2022,0,10.0,Feminino,2021,6.832,Agata,9.0,7.3,7.5,5.4,,7.917,5.0,5.0,5.8,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-717,2023,1,11.0,Feminino,2021,6.633833333,Agata,0.0,8.5,7.52,5.9,8.125,8.446666667,5.0,5.5,6.3,,-1,,,0,Defasagem leve,2.0
RA-718,2022,0,8.0,Feminino,2022,8.093,Topazio,8.0,8.9,6.3,9.2,,7.417,10.0,9.2,9.2,,0,0.0,0.0,0,Adequado,0.0
RA-718,2023,1,,Feminino,2022,8.166866667,Topazio,9.5,9.1,3.77,7.8,7.916666667,8.39,10.0,6.3,9.2,,0,,,0,Adequado,1.0
RA-718,2024,2,10.0,Feminino,2022,8.705811111100001,Topazio,10.0,9.5138888885,5.635,9.5,7.5,7.946666667,10.0,9.0,10.0,,1,,,0,Adiantado,2.0
RA-719,2022,0,10.0,Feminino,2021,5.552,Quartzo,9.0,4.6,7.5,4.2,,6.083,5.0,5.0,3.3,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-719,2023,0,,Masculino,2021,6.4137,Agata,9.5,5.3,7.52,5.9,5.625,7.095,5.0,7.0,4.7,,-2,,,1,Defasagem moderada/severa,2.0
RA-719,2024,1,12.0,Masculino,2021,7.1193969697,Ametista,10.0,7.3484848485,7.51,6.5,7.5,6.7425,5.0,5.0,8.0,,-1,,,0,Defasagem leve,3.0
RA-72,2022,5,17.0,Feminino,2022,7.64,Ametista,8.3,7.5,7.5,7.8,,8.667,5.0,7.5,7.8,8.0,-2,1.0,1.0,1,Defasagem moderada/severa,0.0
RA-720,2022,0,9.0,Feminino,2021,6.731,Agata,8.0,5.9,7.5,7.6,,7.083,5.0,7.3,7.8,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-721,2022,0,8.0,Feminino,2021,7.973,Ametista,9.5,8.1,7.5,7.6,,7.917,10.0,8.2,7.0,,0,0.0,0.0,0,Adequado,1.0
RA-721,2023,1,9.0,Feminino,2021,8.683366667,Topazio,8.5,9.5,7.52,8.4,8.125,8.443333333,10.0,7.5,9.3,,0,,,0,Adequado,2.0
RA-721,2024,2,10.0,Feminino,2021,8.8986026915,Topazio,9.002,9.544513457499999,8.135,8.25,8.75,8.755,10.0,9.0,7.5,,0,,,0,Adequado,3.0
RA-722,2022,0,9.0,Feminino,2021,7.41,Ametista,10.0,8.1,4.4,8.1,,8.333,5.0,7.8,8.3,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-722,2023,1,,Feminino,2021,7.3387,Ametista,8.5,9.6,2.52,6.4,8.125,8.67,5.0,4.5,8.2,,-1,,,0,Defasagem leve,2.0
RA-723,2022,0,8.0,Feminino,2022,7.426,Ametista,10.0,6.6,8.1,5.5,,8.167,10.0,5.3,5.7,,0,0.0,0.0,0,Adequado,0.0
RA-724,2022,0,8.0,Feminino,2022,6.931,Agata,9.5,5.9,5.6,5.6,,8.0,10.0,2.9,8.3,,0,0.0,0.0,0,Adequado,0.0
RA-725,2022,0,8.0,Masculino,2022,6.33,Agata,8.0,5.9,8.1,5.0,,5.5,10.0,4.0,6.0,,0,0.0,0.0,0,Adequado,0.0
RA-725,2023,0,9.0,Masculino,2022,8.117366667,Topazio,9.5,9.0,7.52,8.4,8.125,8.113333333,5.0,8.1,8.7,,-1,,,0,Defasagem leve,1.0
RA-725,2024,0,10.0,Masculino,2022,7.0900771929,Ametista,7.502,7.6710526315,7.51,7.25,7.5,6.773333333,5.0,7.0,7.5,,-1,,,0,Defasagem leve,2.0
RA-726,2022,0,7.0,Feminino,2022,6.985,Agata,10.0,7.5,7.5,4.4,,6.583,10.0,5.8,3.0,,0,0.0,0.0,0,Adequado,0.0
RA-726,2023,0,8.0,Feminino,2022,7.3687,Ametista,10.0,6.1,7.52,6.0,5.625,8.17,10.0,6.2,5.8,,0,,,0,Adequado,1.0
RA-727,2022,0,8.0,Masculino,2022,7.736,Ametista,9.0,7.7,8.1,8.4,,6.75,10.0,9.3,7.4,,0,0.0,0.0,0,Adequado,0.0
RA-727,2023,0,,Masculino,2022,7.6802,Ametista,9.5,8.8,2.52,8.0,7.5,9.34,5.0,8.3,7.7,,-1,,,0,Defasagem leve,1.0
RA-727,2024,1,10.0,Masculino,2022,8.447003030300001,Topazio,10.0,8.4848484845,6.26,8.5,8.125,8.056666667,10.0,10.0,7.0,,0,,,0,Adequado,2.0
RA-728,2022,0,8.0,Feminino,2022,8.244,Topazio,9.5,7.3,8.1,9.1,,8.167,10.0,9.3,8.9,,0,0.0,0.0,0,Adequado,0.0
RA-729,2022,0,8.0,Feminino,2022,8.155,Topazio,10.0,8.7,8.1,8.1,,7.25,10.0,8.5,7.8,,0,0.0,0.0,0,Adequado,0.0
RA-729,2023,0,,Feminino,2022,7.26545,Ametista,8.0,9.1,3.77,8.6,6.5625,7.01,5.0,8.2,8.9,,-1,,,0,Defasagem leve,1.0
RA-729,2024,0,10.0,Feminino,2022,6.684533333300001,Agata,8.002,8.4166666665,2.51,6.0,7.5,7.5,5.0,6.0,6.0,,-1,,,0,Defasagem leve,2.0
RA-73,2022,5,17.0,Feminino,2022,5.271,Quartzo,7.1,3.0,7.5,3.3,,7.278,5.0,4.5,3.0,2.3,-2,0.0,1.0,1,Defasagem moderada/severa,0.0
RA-730,2022,0,10.0,Feminino,2021,7.902,Ametista,10.0,8.2,8.8,8.3,,8.25,5.0,8.7,8.0,,-2,0.0,0.0,1,Defasagem moderada/severa,1.0
RA-730,2023,1,10.0,Feminino,2021,7.979325,Ametista,10.0,8.7,5.02,7.8,9.53125,8.67,5.0,7.8,7.7,,-1,,,0,Defasagem leve,2.0
RA-730,2024,2,11.0,Feminino,2021,8.469255555700002,Topazio,8.002,7.152777778,6.885,9.5,9.166666667,8.666666667,10.0,10.0,9.0,,0,,,0,Adequado,3.0
RA-731,2022,0,10.0,Feminino,2019,7.151,Ametista,9.0,8.5,6.9,7.3,,7.083,5.0,7.3,7.2,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-731,2023,1,11.0,Feminino,2019,6.7742,Agata,8.5,7.6,3.14,6.8,7.5,7.45,5.0,6.2,7.3,,-1,,,0,Defasagem leve,4.0
RA-731,2024,2,12.0,Feminino,2021,4.7704873377000006,Quartzo,9.502,4.188311688500001,4.375,2.5,5.78125,4.835,5.0,0.0,5.0,,-1,,,0,Defasagem leve,3.0
RA-732,2022,0,9.0,Masculino,2022,7.347,Ametista,9.0,7.9,8.8,7.2,,7.5,5.0,7.5,6.8,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-733,2022,0,9.0,Feminino,2022,6.684,Agata,9.5,8.5,5.6,5.1,,6.917,5.0,6.0,4.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-733,2023,1,9.0,Feminino,2022,8.3342,Topazio,10.0,8.7,7.52,6.2,8.333333333,8.893333333,10.0,4.3,8.0,,0,,,0,Adequado,1.0
RA-733,2024,1,10.0,Feminino,2022,8.808825,Topazio,10.0,10.0,7.51,9.25,8.90625,9.085,5.0,9.0,9.5,,-1,,,0,Defasagem leve,2.0
RA-734,2022,0,10.0,Feminino,2022,6.952,Agata,9.5,7.2,5.6,7.3,,7.417,5.0,8.0,6.5,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-734,2023,1,11.0,Feminino,2022,7.305908333,Ametista,8.5,8.0,7.52,6.9,7.34375,7.446666667,5.0,6.8,7.0,,-1,,,0,Defasagem leve,1.0
RA-735,2022,0,10.0,Feminino,2021,7.485,Ametista,9.0,9.0,5.6,7.3,,8.583,5.0,7.8,6.7,,-2,1.0,0.0,1,Defasagem moderada/severa,1.0
RA-735,2023,1,11.0,Feminino,2021,7.184,Ametista,0.0,9.0,7.52,8.1,8.333333333,8.393333333,5.0,7.7,8.5,,-1,,,0,Defasagem leve,2.0
RA-735,2024,2,12.0,Feminino,2021,7.7888467391,Ametista,8.002,9.782608695499999,6.255,8.0,7.65625,7.705,5.0,8.0,8.0,,-1,,,0,Defasagem leve,3.0
RA-736,2022,0,10.0,Masculino,2022,6.707,Agata,9.0,8.5,5.6,5.4,,7.0,5.0,4.7,6.2,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-736,2023,1,10.0,Masculino,2022,7.600033333,Ametista,8.5,9.5,6.27,6.7,7.708333333,8.11,5.0,4.8,8.5,,-1,,,0,Defasagem leve,1.0
RA-737,2022,0,9.0,Feminino,2022,8.058,Ametista,9.5,9.2,5.6,9.0,,9.167,5.0,8.5,9.5,,-1,1.0,0.0,0,Defasagem leve,0.0
RA-737,2023,1,9.0,Feminino,2022,8.048033333,Topazio,9.5,7.8,7.52,7.5,7.291666667,7.783333333,10.0,7.0,8.0,,0,,,0,Adequado,1.0
RA-737,2024,2,11.0,Feminino,2022,8.4695488613,Topazio,8.502,8.6542443065,6.885,9.25,7.5,8.0,10.0,9.0,9.5,,0,,,0,Adequado,2.0
RA-738,2022,0,8.0,Feminino,2022,7.227,Ametista,8.5,8.1,5.6,5.7,,7.5,10.0,7.7,3.7,,0,0.0,0.0,0,Adequado,0.0
RA-738,2023,1,,Feminino,2022,8.123283333,Topazio,8.0,9.3,7.52,6.0,8.4375,8.336666667,10.0,4.2,7.8,,0,,,0,Adequado,1.0
RA-738,2024,1,10.0,Feminino,2022,7.2626980238,Ametista,10.0,7.292490119,6.885,7.25,6.875,7.39,5.0,7.5,7.0,,-1,,,0,Defasagem leve,2.0
RA-739,2022,0,8.0,Masculino,2022,6.82,Agata,6.4,7.3,5.6,5.9,,7.083,10.0,6.0,5.8,,0,0.0,0.0,0,Adequado,0.0
RA-739,2023,0,9.0,Masculino,2022,7.5972,Ametista,9.0,8.3,7.52,7.6,6.25,8.25,5.0,7.3,7.8,,-1,,,0,Defasagem leve,1.0
RA-74,2022,5,16.0,Masculino,2022,4.989,Quartzo,9.6,3.3,7.5,2.0,,5.833,5.0,6.0,0.0,0.0,-1,0.0,0.0,0,Defasagem leve,0.0
RA-740,2022,0,9.0,Feminino,2022,7.218,Ametista,8.5,9.0,5.6,7.2,,7.5,5.0,7.3,7.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-740,2023,0,10.0,Feminino,2022,7.2845,Ametista,0.0,8.7,7.52,9.1,6.875,8.925,5.0,9.0,9.2,,-2,,,1,Defasagem moderada/severa,1.0
RA-740,2024,1,11.0,Feminino,2022,8.1611005269,Topazio,9.002,9.555335968,7.51,8.0,8.541666667,8.223333333,5.0,8.0,8.0,,-1,,,0,Defasagem leve,2.0
RA-741,2022,0,10.0,Feminino,2022,6.896,Agata,9.5,8.4,5.6,6.3,,7.417,5.0,7.3,5.2,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-741,2023,0,11.0,Feminino,2022,6.2707,Agata,9.5,6.9,4.39,5.1,5.625,7.095,5.0,4.2,6.0,,-2,,,1,Defasagem moderada/severa,1.0
RA-741,2024,1,12.0,Feminino,2022,5.0795885374,Quartzo,8.418,5.2964426875,5.005,3.75,5.833333333,4.223333333,5.0,3.5,4.0,,-1,,,0,Defasagem leve,2.0
RA-742,2022,0,9.0,Feminino,2022,7.097,Ametista,8.5,8.7,5.0,7.3,,7.5,5.0,8.3,6.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-742,2023,0,10.0,Feminino,2022,7.024,Ametista,0.0,7.6,7.52,7.5,7.5,10.0,5.0,6.2,8.8,,-2,,,1,Defasagem moderada/severa,1.0
RA-743,2022,0,9.0,Feminino,2022,6.672,Agata,10.0,7.9,5.6,4.8,,7.5,5.0,4.8,4.8,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-743,2023,0,10.0,Feminino,2022,6.659,Agata,0.0,9.1,3.77,7.1,7.5,9.01,5.0,7.3,6.8,,-2,,,1,Defasagem moderada/severa,1.0
RA-743,2024,1,11.0,Feminino,2022,7.655745454500001,Ametista,9.002,9.2727272725,7.51,7.0,7.5,7.5,5.0,6.5,7.5,,-1,,,0,Defasagem leve,2.0
RA-744,2022,0,8.0,Feminino,2022,7.742,Ametista,9.5,9.7,5.6,6.2,,7.5,10.0,6.0,6.3,,0,0.0,0.0,0,Adequado,0.0
RA-745,2022,0,9.0,Masculino,2021,7.382,Ametista,9.0,8.5,5.6,8.1,,7.75,5.0,8.5,7.7,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-745,2023,1,,Masculino,2021,7.668366667,Ametista,9.5,9.3,3.77,7.0,8.125,8.893333333,5.0,5.7,8.2,,-1,,,0,Defasagem leve,2.0
RA-745,2024,2,11.0,Masculino,2021,8.6102,Topazio,9.002,10.0,6.26,8.5,7.5,8.17,10.0,8.0,9.0,,0,,,0,Adequado,3.0
RA-746,2022,0,8.0,Masculino,2022,7.656,Ametista,8.0,9.1,5.6,7.2,,7.417,10.0,7.7,6.7,,0,0.0,0.0,0,Adequado,0.0
RA-746,2023,1,,Masculino,2022,6.517166667,Agata,0.0,8.0,3.77,7.2,6.875,7.113333333,10.0,6.0,8.3,,0,,,0,Adequado,1.0
RA-746,2024,2,10.0,Masculino,2022,7.903311111100001,Ametista,8.502,7.4305555555,7.51,8.0,7.5,7.33,10.0,8.0,8.0,,0,,,0,Adequado,2.0
RA-747,2022,0,11.0,Feminino,2022,7.676,Ametista,10.0,7.6,7.5,8.8,,7.917,5.0,8.2,9.4,,-2,0.0,1.0,1,Defasagem moderada/severa,0.0
RA-747,2023,1,11.0,Feminino,2022,6.026366667,Agata,10.0,8.0,3.14,3.1,6.041666667,6.94,5.0,1.2,5.0,,-1,,,0,Defasagem leve,1.0
RA-747,2024,1,12.0,Feminino,2022,5.8450809523,Quartzo,10.0,8.095238095,5.005,2.25,7.083333333,5.335,5.0,4.5,0.0,,-2,,,1,Defasagem moderada/severa,2.0
RA-748,2022,0,9.0,Masculino,2022,8.084,Topazio,10.0,9.0,7.5,9.1,,8.25,5.0,9.6,8.6,,-1,0.0,1.0,0,Defasagem leve,0.0
RA-748,2023,0,,Masculino,2022,8.7142,Topazio,9.5,9.7,7.52,9.1,7.5,10.0,5.0,9.0,9.2,,-2,,,1,Defasagem moderada/severa,1.0
RA-748,2024,1,11.0,Masculino,2021,8.2272,Topazio,9.502,10.0,7.51,7.75,8.75,8.005,5.0,7.5,8.0,,-1,,,0,Defasagem leve,3.0
RA-749,2022,0,9.0,Masculino,2022,7.484,Ametista,9.5,7.7,7.5,8.8,,7.25,5.0,9.5,8.1,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-749,2023,0,9.0,Masculino,2022,7.7597,Ametista,10.0,9.0,7.52,7.3,5.625,8.425,5.0,7.3,7.3,,-1,,,0,Defasagem leve,1.0
RA-749,2024,0,10.0,Masculino,2022,8.3373184211,Topazio,9.502,9.7368421055,8.13,8.75,8.4375,7.665,5.0,10.0,7.5,,-2,,,1,Defasagem moderada/severa,2.0
RA-75,2022,5,16.0,Feminino,2022,3.915,Quartzo,5.4,3.8,6.3,0.0,,4.625,5.0,0.0,0.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-750,2022,0,10.0,Masculino,2019,6.344,Agata,9.5,8.9,4.4,6.8,,5.167,5.0,7.1,6.4,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-750,2023,0,,Masculino,2019,5.6857,Quartzo,9.5,7.7,3.14,3.4,4.375,6.32,5.0,3.3,3.5,,-2,,,1,Defasagem moderada/severa,4.0
RA-750,2024,1,12.0,Masculino,2021,4.542230369,Quartzo,6.249,5.938735178,4.38,3.75,4.0625,3.176666667,5.0,0.5,7.0,,-2,,,1,Defasagem moderada/severa,3.0
RA-751,2022,0,11.0,Masculino,2022,5.246,Quartzo,8.5,5.8,7.5,3.8,,6.167,5.0,2.7,4.9,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-752,2022,0,11.0,Feminino,2022,8.197,Topazio,10.0,9.0,7.5,9.5,,8.417,5.0,9.6,9.4,,-2,1.0,1.0,1,Defasagem moderada/severa,0.0
RA-752,2023,1,11.0,Feminino,2022,8.073825,Topazio,9.5,9.9,7.52,6.4,7.65625,9.23,5.0,4.8,8.0,,-1,,,0,Defasagem leve,1.0
RA-752,2024,2,12.0,Feminino,2022,6.57279265,Agata,9.502,7.525879916999999,7.51,5.75,5.9375,5.613333333,5.0,7.0,4.5,,-1,,,0,Defasagem leve,2.0
